Close
151,76
150,77
150,43
152,74
153,72
156,9
154,48
150,7
152,37
155,31
153,84
163,43
157,37
154,46
155,96
154,53
155,81
157,96
157,22
158,91
161,38
163,62
170,03
167,53
167,23
167,57
171,52
174,15
174,55
173,03
173,19
172,1
168,49
169,24
164,92
164,87
165,35
165,81
166,13
160,01
161,51
162,51
157,35
156,79
151,6
152,95
154,09
155,35
153,04
151
147,07
150,17
148,47
145,49
145,86
144,87
147,04
146,35
142,92
141,56
138,93
136,72
139,23
137,44
141,66
141,66
138,27
135,35
135,87
131,56
130,06
135,43
132,76
131,88
137,13
142,64
147,96
148,71
146,14
145,38
151,21
148,71
148,84
149,64
143,78
140,52
140,36
143,11
137,59
137,35
140,82
149,24
145,54
147,11
142,56
146,5
154,51
152,06
157,28
156,77
166,02
159,48
157,96
157,65
163,64
156,57
156,8
162,88
161,79
166,42
167,23
167,4
165,07
165,29
170,4
167,66
165,75
170,09
172,14
171,83
175,06
178,44
174,31
174,61
177,77
178,96
175,6
174,72
174,07
170,21
168,82
165,38
163,98
160,62
159,59
155,09
150,62
154,73
158,52
162,95
157,44
159,3
163,17
166,23
166,56
163,2
165,12
164,85
162,74
160,07
164,32
167,3
168,88
172,55
172,79
168,88
168,64
172,12
176,28
174,83
171,66
172,39
172,9
175,84
174,61
174,78
170,33
159,22
159,69
159,78
161,62
162,41
164,51
166,23
169,8
173,07
172,19
175,53
175,08
172,19
172,17
172
174,92
179,7
182,01
177,57
178,2
179,38
179,29
180,33
176,28
175,64
172,99
169,75
171,14
172,26
179,3
174,33
175,74
179,45
174,56
175,08
171,18
165,32
161,84
163,76
164,77
165,3
160,24
156,81
161,94
161,41
161,02
160,55
157,87
153,49
151
150
149,99
147,87
147,92
150,81
150,44
151,28
150,96
151,49
150,02
148,96
149,8
152,57
148,85
149,32
148,64
148,69
149,48
149,26
148,76
146,55
144,84
143,76
140,91
141,51
142,81
142,9
143,29
142
141,11
139,14
142,65
141,5
142,83
141,91
145,37
146,92
146,83
145,85
143,43
142,94
146,06
148,79
149,03
148,12
149,55
148,97
154,07
155,11
156,69
154,3
153,65
152,51
151,83
153,12
148,6
147,54
148,36
149,62
149,71
148,19
146,7
146,36
150,19
151,12
149,1
148,89
145,86
145,6
146,09
146,14
147,06
146,95
147,36
145,52
145,86
145,64
144,98
146,77
148,99
148,56
146,8
145,4
146,15
142,45
146,39
148,48
149,15
145,64
144,5
145,11
143,24
144,57
142,02
139,96
137,27
136,96
136,33
134,78
133,11
133,41
133,7
133,98
132,3
130,46
131,79
130,15
129,64
130,48
127,35
126,11
127,13
126,74
125,9
125,89
123,54
125,06
124,28
124,61
125,28
126,85
126,9
127,1
125,43
127,31
124,69
124,85
126,27
127,45
124,97
122,77
125,91
126,85
130,21
129,74
128,1
127,85
132,54
131,46
133,48
133,58
134,39
134,72
134,32
131,94
133,5
133,11
134,84
134,16
134,5
132,03
134,43
131,24
132,99
130,36
127,9
126,21
125,9
123
122,15
119,9
121,39
121,21
120,59
120,09
122,54
123,39
119,99
120,53
124,76
125,57
123,99
121,03
121,96
119,98
121,08
116,36
121,42
120,13
122,06
125,12
127,79
121,26
120,99
125,35
125,86
126
129,87
129,71
130,84
133,19
135,37
135,13
135,39
136,01
136,91
136,76
137,39
133,94
134,99
134,14
131,96
137,09
142,06
143,16
142,92
139,07
136,87
132,03
127,83
127,14
128,91
130,89
128,8
128,98
132,05
130,92
126,6
131,01
129,41
132,69
133,72
134,87
136,69
131,97
130,96
131,88
128,23
126,65
128,7
127,81
127,88
121,78
122,41
123,24
121,78
124,38
123,75
122,25
122,94
123,08
122,72
119,05
116,59
116,03
115,17
113,85
117,34
118,64
118,03
119,39
120,3
119,26
119,21
119,49
115,97
116,32
118,69
119,03
114,95
110,44
108,77
108,86
115,32
111,2
116,6
115,05
115,04
115,75
116,87
117,51
115,98
119,02
120,71
121,19
121,1
124,4
116,97
114,97
115,08
113,16
116,5
113,02
116,79
115,81
114,09
114,96
112,28
108,22
107,12
111,81
110,08
106,84
110,34
112,13
115,54
115,35
112
113,49
117,32
112,82
120,96
120,88
131,4
134,18
129,04
124,8
125,01
126,52
124,82
125,85
124,37
118,27
115,7
115,56
114,6
114,9
115,01
113,01
109,37
112,72
111,11
113,9
110,06
109,66
108,93
106,26
96,19
95,04
93,25
94,81
92,61
92,84
97,27
97
98,35
96,32
96,52
97,72
97,05
95,47
95,92
95,68
95,34
93,17
93,46
91,02
91,02
91,2
90,44
88,4
91,21
90,01
91,63
89,71
87,43
87,93
87,89
88,02
85,74
84,7
83,97
88,21
85,99
83,36
82,87
80,58
81,28
80,83
80,46
79,48
79,56
79,52
79,18
79,72
79,21
79,8
78,28
78,74
76,92
77,38
76,91
77,85
78,75
77,53
75,93
75,15
74,39
73,29
72,26
73,45
71,93
69,64
70,79
70,74
68,75
69,02
67,09
69,23
70,7
71,67
71,1
71,76
68,31
66,99
66,51
64,85
65,61
60,35
61,23
60,22
63,57
63,7
61,93
64,61
61,38
61,72
56,09
57,31
61,19
61,66
63,21
60,55
69,49
62,05
68,85
71,33
66,54
72,25
73,23
75,68
72,33
74,7
68,34
68,38
73,16
72,02
74,54
78,26
80,07
80,9
79,75
81,23
81,21
81,8
79,9
80,38
80
81,3
80,36
79,71
77,16
77,37
80,96
81,08
79,42
77,23
79,57
79,8
79,42
79,14
79,68
78,81
77,83
78,17
79,24
77,58
77,4
75,79
74,59
74,95
74,35
75,08
73,41
72,88
72,45
72,47
71,06
71
69,86
70
69,93
70,1
69,96
68,78
67,86
67,69
67,12
66,73
67,67
66,39
65,43
64,86
66,04
66,81
66,96
66,07
66,59
65,44
65,5
65,79
66,57
66,77
66,44
65,66
66,11
65,49
65,55
65,03
64,85
64,31
64,28
64,37
63,95
62,19
60,81
60,82
62,26
61,64
60,89
60,79
59,99
60,12
59,1
58,82
58,59
58,83
58,96
59,05
57,52
56,75
56,1
56,76
56,75
55,2
54,74
56,14
55,99
54,7
54,97
55,25
54,42
54,68
54,43
55,24
55,69
55,17
54,97
54,68
55,77
55,89
54,17
53,54
53,31
53,32
52,29
51,42
52,18
52,25
51,38
51,04
51,62
50,66
53,11
53,16
52,59
52,58
51,62
50,43
50,68
52,24
50,12
50,24
50,85
49,76
49,25
48,33
51
52,1
53,26
52,19
52,42
51,93
51,75
52,16
52,21
51,8
50,64
51,41
50,83
51,12
51,3
50,82
50,43
50,8
50,31
50
51,05
51,1
50,68
50,38
49,48
49,93
49,95
48,89
49,64
49,69
49,86
49,46
49,61
48,47
48,18
48,53
48,54
48,7
48,14
47,53
46,3
45,63
44,91
43,32
43,76
44,57
44,34
44,55
44,74
44,91
45,69
46,65
45,77
47,25
47,52
47,73
47,16
46,43
49,29
50,18
50,72
50,71
52,12
52,93
52,28
52,63
50,16
51,15
51,07
51,32
51,79
51,87
51,13
50,96
50,78
49,81
49,8
49,71
49,73
50,15
49,87
50,02
49,25
48,92
48,83
48,5
47,81
47,48
47,18
47,11
46,69
47,18
47,76
48,77
47,04
46,63
47
46,53
45,93
45,42
45,22
44,72
43,22
43,12
43,63
43,88
43,96
43,74
43,28
43,71
43,58
43,55
43,24
42,76
43
42,73
42,6
42,7
42,54
42,72
42,35
42,6
42,73
43,56
43,54
42,81
41,63
41,61
41,31
38,67
39,07
39,44
38,17
38,48
38,32
39,2
38,96
38,73
38,26
37,5
38,07
38,45
38,32
37,68
36,98
37,06
35,54
39,48
39,43
39,05
39,03
39,29
36,7
37,68
39,2
40,22
41,51
40,98
41,37
42,73
42,27
42,15
42,4
42,12
43,68
44,17
46,2
44,64
44,88
45,23
43,56
43,65
43,07
44,19
44,24
46,46
48,38
47,85
46,7
48,05
48,54
51,11
52,12
52,48
50,94
50,39
51,87
55,55
54,71
53,32
53,06
54,07
54,95
53,77
55,68
55,16
54,82
54
55,29
55,53
54,34
55,52
53,61
54,09
56,71
55,94
56,07
56,99
58,01
57,32
56,81
56,43
56,23
55,1
55,54
55,19
54,41
55
54,59
54,56
54,47
55,96
56,6
55,26
55,96
54,58
55,32
55,77
56,71
57,09
56,9
56,25
55,74
54,92
54,48
54,04
53,87
53,76
53,76
53,86
54,39
53,33
52,56
52,43
52,21
51,88
52,22
51,81
51,77
52,26
51,99
51,84
50,37
47,57
47,47
47,74
48,55
48,7
48,25
47,9
47,86
47,97
47,6
47,86
47,72
47,83
47,75
46,97
47,58
47,64
46,99
46,35
45,98
46,79
46,27
46,37
46,04
46,1
45,54
46,23
46,36
46,62
46,42
47,18
47,21
47,7
47,67
48,07
47,8
47,92
48,36
48,49
48,32
47,95
47,56
46,71
46,87
46,97
47,14
47,03
47,09
46,79
46,9
46,57
46,74
47,04
46,61
47,03
47,14
47,51
46,84
46,51
46,29
45,95
44,22
44,14
42,27
41,31
40,58
41,05
40,91
40,73
41,31
41,43
43,2
44,46
44,56
43,95
43,68
43,53
43,11
43,31
42,51
42,09
43,2
42,9
42,09
41,67
41,94
41,62
42,08
43,19
41,23
42,21
42,81
43,81
43,82
44,5
44,66
44,61
44,99
45,43
44,99
44,23
43,75
44,16
44,2
44,05
43,75
44,53
44,59
44,74
43,87
43,12
42,76
42,96
43,1
43,24
41,84
41,08
40,67
39,1
38,78
39,88
40,75
39,12
40,12
41,94
41,85
41,74
41,99
42,87
42,77
43,55
44,26
44,25
44,61
44,81
44,77
44,04
44,27
43,82
43,57
43,58
43,58
43,75
43,25
43,05
43,06
42,3
42,77
42,65
42,64
43,75
43,75
43,58
43,63
44,1
43,49
43,05
43,06
42,92
43,16
42,34
42,33
42,25
42,41
42,45
42,76
42,96
42,37
43,26
43,52
43,74
43,74
43,28
42,49
42,53
42,77
42,27
42,83
43,49
43,66
43,97
44,06
43,7
43,56
43,12
42,02
41,72
42,26
41,68
40,76
39,35
39,1
39,27
39,04
39,06
38,99
39,94
40,11
39,97
39,24
39
39,13
38,97
38,96
38,82
38,84
38,37
38,62
38,45
38,53
38,32
38,55
38,28
37,63
37,97
38,34
39,01
39,68
39,66
39,97
39,57
39,91
40,21
40,37
39,65
40,31
40,47
40,52
41,01
41
40,83
40,72
40,36
39,96
39,81
39,99
39,94
39,3
39,37
39,46
40,23
40,4
39,96
39,37
38,83
40,26
40,02
39,7
39,09
38,89
39,28
37,51
37,18
37,37
37,64
38,36
38,18
38,02
37,56
37,58
37,75
37,52
37,39
37,26
36,94
36,43
36,38
36,26
36,04
35,68
36,02
35,87
36
35,92
36,45
35,93
36,45
36,57
36,4
36,46
36,25
36,58
35,56
36,07
36,29
36,64
36,35
37,24
38,74
38,84
38,61
38,48
38,86
38,29
38,19
38,41
38,4
38,46
38,33
38,45
38,49
38,26
38,13
37,56
38,86
38,92
39,02
38,48
38,31
38,49
38,25
37,24
36,63
36,76
36,87
36,64
35,91
35,94
35,92
36,13
35,91
35,56
35,61
35,17
35,3
35,45
35,26
35,45
35,4
35,79
35,83
35,91
36
36,19
35,92
35,91
35,98
36,03
35,95
35,22
35,16
35,23
35,35
34,96
35,36
34,99
35,17
35,11
34,74
34,8
34,78
34,67
34,75
34,88
34,83
34,94
34,74
34,94
34,24
34,23
34,16
34,13
34,27
34,17
33,93
33,83
33,87
33,75
33,32
33,03
33,1
33,01
32,88
32,57
32,27
32,13
32,18
30,33
30,4
30,48
30,48
30,47
29,99
30,02
30
29,94
29,99
30
29,76
29,81
29,93
29,77
29,74
29,47
29,15
29
29,03
28,95
29,18
29,19
29,31
29,13
29,07
29,26
29,23
29,16
28,99
28,95
28,79
28,79
28,32
28,48
28,03
27,75
27,48
27,27
27,47
27,37
27,63
27,86
27,89
27,94
27,8
27,95
27,93
27,51
27,48
27,49
26,77
26,42
27,1
26,94
27,72
27,76
27,6
27,21
27,45
27,89
27,87
28,38
28,43
28,62
28,89
29,56
29,41
29,15
29,26
29,28
29,36
29,38
29,4
29,24
29,33
29,07
29,01
28,51
28,47
28,26
28,25
28,13
28,26
28,04
28,48
28,27
28,22
28,17
28,65
28,38
28,39
28,39
28,73
28,89
27,94
26,98
26,36
25,78
26,38
27,09
26,92
26,93
26,68
26,52
26,5
26,7
26,73
26,89
27
27,21
27,12
27,34
27,27
27,3
27,34
27,37
27,04
26,98
27
27,2
27,09
26,87
26,46
26,44
26,12
26,51
26,05
26,08
25,73
24,16
24,33
24,66
24,85
24,99
24,96
24,95
24,69
24,69
24,21
24,35
24,24
24,17
23,98
23,88
23,74
23,97
23,9
23,6
23,39
23,01
23,35
24,02
23,88
23,97
23,77
23,83
24,38
24,28
24,36
24,33
24,7
24,91
24,73
24,75
24,65
24,48
24,43
24,61
24,96
25,08
25,1
24,9
24,47
24,1
23,8
23,55
23,64
23,37
23,47
22,63
22,58
23,12
23,35
23,19
23,18
23,31
23,54
23,79
23,41
23,43
23,7
24,45
26,08
26,27
26,42
26,49
26,78
26,72
26,87
27,46
28,02
28,01
27,61
27,25
27,16
27,13
27,74
27,45
27,78
27,49
27,24
27,39
26,92
26,29
26,41
26,53
26,68
26,47
26,48
26,45
26,49
26,14
25,63
25,56
25,29
25,28
25,25
25,46
25,75
25,37
25,18
25,13
24,17
24,22
24,19
24,02
23,67
24,22
24,01
24,06
24,53
24,16
23,49
23,42
23,56
23,74
23,75
23,5
24,15
24,08
23,62
24,1
24,33
23,52
23,35
24,99
24,86
25,35
24,07
24,19
24,16
24,28
24,88
24,34
24,99
24,63
24,24
24,11
25,17
25,67
26,33
26,31
26,83
27,18
26,7
27
27,15
26,8
26,83
26,5
27,24
27,83
27,62
28,12
28,29
29,04
28,9
29,55
29,57
29,75
28,8
29,07
29,33
29,57
29,45
29,5
29,72
29,43
29,82
29,69
29,32
28,42
28,54
28,08
28,93
29,02
29,19
30,14
30,26
30,23
30,5
30,64
30,29
29,87
30,13
29,81
28,63
28,82
29,77
28,87
28,44
28,44
27,93
27,76
27,96
27,55
27,94
27,9
28,03
27,37
27,69
27,82
27,69
27,59
27,39
27,57
27,26
28,11
28,67
28,75
28,58
28,35
28,8
28,36
28,48
29,1
29,07
28,82
28,55
28,14
27,53
28,07
27,31
27,59
28,08
26,93
28,19
28,32
28,23
27,42
25,93
25,78
26,44
28,16
28,75
29,12
29,29
28,99
28,78
28,81
28,37
29,93
28,88
28,78
28,85
28,66
29,61
30,32
30,59
30,74
30,84
30,69
31,12
31,29
31,3
32,68
33,01
32,4
32,12
31,7
31,4
31,41
